ID,SMILES,mutagenicity
2503,O=[N+]([O-])c1ccc2ccc3c(O)ccc4c5ccccc5c1c2c34,1
2504,Nc1ccc2ccc3cccc4ccc1c2c34,1
2505,CC1=CC[C@H](C(C)(C)O)CC1,0
2506,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,1
2507,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,0
2508,Cn1c(N)nc2ccc3ncccc3c21,1
2509,O=Nc1c2ccccc2c2ccc3cccc4ccc1c2c43,1
2510,Cc1nccc2c1[nH]c1ccccc12,1
2511,O=C1c2ccccc2C(=O)C1(O)O,0
2512,O=C1OC(O)C(CBr)=C1Br,1
2513,O=C(O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,0
2514,ON=C1C=CC(=NO)C=C1,1
2515,Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-],1
2516,OC1C=Cc2c(ccc3ccccc23)C1O,1
2517,O=CO,0
2518,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,0
2519,C=C(C)C1CCC(=C)C2C3=C(C[C@@](C)(O)C3=O)C(=O)C(C)=C[C@@H]12,0
2520,O=C(N=c1sn(C(=O)c2ccccc2Cl)c2ccc([N+](=O)[O-])cc12)c1ccccc1Cl,1
2521,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0
2522,CC(=O)/N=N/C=C1C=[N+]([O-])c2ccccc2N1O,1
2523,CCCCCCOCC1CO1,1
2524,COc1ccc(CNC(=O)C(C)Br)cc1OC,1
2525,CCCCCCCC/C=C/CCCCCCCC(=O)O,0
2526,CC(C)OC(=O)COc1ccc(Cl)cc1Cl,0
2527,O=[N+]([O-])c1ccc2ccc3cc4ccccc4c4ccc1c2c34,1
2528,C=C(C)C(=O)C(=CC(=O)O)OC,0
2529,Cc1ccc(N)c(N)c1,1
2530,c1ccc(Cc2ccccc2OCC2CO2)cc1,1
2531,COP(C)(=O)OC,0
2532,CC1(C)CC(N)CC(C)(CN)C1,0
2533,O=c1c2ccc(OCC3CO3)cc2sn1CC1CO1,1
2534,Cn1c(N=[N+]=[N-])nc2c3ccccc3ccc21,1
2535,COc1cc(/N=N/c2ccc(N)cc2)c(C)cc1N/N=C1/C(=O)c2cc(N)ccc2C=C1S(=O)(=O)[O-],1
2536,Cc1cc(C)n(-c2nnc(NN)c3c2[nH]c2ccccc23)n1,0
2537,CCCCCCCCCCCCO,0
2538,[N-]=[N+]=NC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,1
2539,Cc1ccc(N/N=C2C(=O)C=Cc3ccccc32)c(C)c1,1
2540,O=[N+]([O-])c1c2ccc3ccccc3c2cc2c1[C@](O)[C@@](O)C=C2,1
2541,CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1,0
2542,C/N=N/NC,1
2543,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,0
2544,C1COCCOCCOCCOCCOCCO1,0
2545,C#CC(OC(=O)NC1CCCCC1)(c1ccccc1)c1ccccc1,1
2546,CCCC(=O)Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1OC(=O)CCC,0
2547,CCOC(=O)CBr,0
2548,CC(=O)OCc1c2cccc3ccc4cc5cccc6ccc1c(c65)c4c32,1
2549,Cc1ccc(-c2nc(-c3ccc(C)cc3C)[nH]c2-c2ccc(C)cc2)cc1,1
2550,CC12CCC(C(=O)C1=O)C2(C)C,0
2551,Cc1cc(C)cc([N+](=O)[O-])c1,0
2552,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,0
2553,NC(=NO)c1ccc([N+](=O)[O-])o1,1
2554,Nc1cccc2c1Cc1ccccc1-2,1
2555,c1cc2ccc3cc4occc4c4ccc(c1)c2c34,1
2556,O=[N+]([O-])c1ccc2c(c1)cc([N+](=O)[O-])c1ccccc12,1
2557,CC1=c2[nH]c3c(c2CCN1)C=CC(=O)C=3,0
2558,O=c1cn[nH]c(=O)[nH]1,1
2559,CCCC[Sn](CCCC)(OC(C)=O)OC(C)=O,0
2560,O=C1[C]2O[C]2[C]2c3ccc(O)c4c3[C]([C]3O[C]3C4=O)c3ccc(O)c1c32,1
2561,CC(C)(C)c1ccc(OCC2CO2)cc1,1
2562,O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1,0
2563,Oc1cc2ccccc2c2ccccc12,1
2564,COc1cc(-c2ccc(N/N=C3C(=O)c4c(O)cc(S(=O)(=O)[O-])cc4C=C3S(=O)(=O)[O-])c(OC)c2)ccc1N/N=C1C(=O)c2c(O)cc(S(=O)(=O)[O-])cc2C=C1S(=O)(=O)[O-],0
2565,Nc1ccc2snc(Cl)c2c1,1
2566,Cc1ccc(S(=O)(=O)[O-])cc1C,0
2567,O=C(Nc1ccc([N+](=O)[O-])cc1)c1csc([N+](=O)[O-])c1,1
2568,O=[N+]([O-])c1ccc(Br)cc1,1
2569,Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1,0
2570,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N2CCOCC2C#N)[C@H](O)[C@H](C)O1,0
2571,NC(=O)C=Cc1ccc([N+](=O)[O-])o1,1
2572,O=C(ON(OCc1ccccc1)C(=O)c1ccccc1)c1cccc([N+](=O)[O-])c1,1
2573,O=C(N[C@H](CO)[C@@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0
2574,COc1cc(CNC(=O)C(C)Br)ccc1O,1
2575,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)[C@@H]1C=CO[C@@H]1O2,1
2576,O=[N+]([O-])c1cccc(O)c1,1
2577,O=C(O)CC(O)(CC(=O)O)C(=O)O,0
2578,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,1
2579,Cc1ccc([N+](=O)[O-])c(C)c1[N+](=O)[O-],1
2580,CC(=O)Nc1cc2c(cc1[N+](=O)[O-])[nH]c1ccccc12,1
2581,c1ccc([C@H]2CO2)cc1,1
2582,O=C(O)Nc1ccccc1,0
2583,Cc1cccc2c3c(c4cc5ccccc5cc4c12)O3,1
2584,COc1cc(O)c2c(O)c3c(=O)oc(C)cc3c(OC)c2c1,1
2585,CC1OC(OC2CC(O)(CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)C(I)C(O)C1O,1
2586,O=[N+]([O-])c1ccc(Nc2ccc(N=C=S)cc2)cc1,0
2587,c1cc2ccc3ccnc4ccc(c1)c2c34,1
2588,COc1cc(O)c2c(c1)C1=C[C@@H](O)[C@H](O)C[C@]1(C)OC2=O,0
2589,N=C(N)S(=O)[O-],1
2590,Cc1nc2ccc3ccc4ccc(O)cc4c3c2o1,1
2591,CCC(C)Br,1
2592,O=C(O)C1CCCN1,1
2593,O=S(=O)(O)Oc1ccc2ccc3cc4ccccc4c4ccc1c2c34,1
2594,CCOc1ccc(N(O)C(=O)CC(C)O)cc1,1
2595,Clc1cccc(-c2ccc(Cl)c(Cl)c2Cl)c1Cl,0
2596,O=C1NC(=O)c2ccccc21,0
2597,Fc1ccccn1,1
2598,C/N=N/C(C)(C)OO,1
2599,NC(N)=S,0
2600,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(CC)CCCC,0
2601,COc1ccc2[nH]c3c(C)cc(N)c(C)c3c2c1,1
2602,N#CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1
2603,COc1cccc(CN2C3c4ccccc4-c4ccccc4C32)c1,1
2604,CC(=O)Nc1c(O)cc2c3c(cccc13)-c1ccccc1-2,1
2605,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,0
2606,CCC(=O)Nc1ccc(Cl)c(Cl)c1,0
2607,CCO[Si](C)(OCC)OCC,0
2608,COc1ccc(S(=O)(=O)n2ncc(Cl)c(Cl)c2=O)cc1,0
2609,O=[N+]([O-])c1ccc2ccc3cccc([N+](=O)[O-])c3c2c1,1
2610,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,1
2611,CCc1nc2ccc(NC)c(C)c2nc1CC,1
2612,OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,0
2613,O=[N+]([O-])c1ccc2c(c1)Oc1ccccc1O2,1
2614,CCN(CC)c1cccc(O)c1,1
2615,O=[N+]([O-])c1ccc2c(ccc3cc4c(ccc5ccccc54)cc32)c1,1
2616,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0
2617,O=S(=O)(Nc1ccc(Cl)cc1)c1cccc2cccnc12,0
2618,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,1
2619,Brc1ccccc1-c1ccccc1,0
2620,Oc1c(Br)c(Br)c(Br)c(Br)c1Br,0
2621,CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@H](CC(=O)O)C(=O)O,0
2622,Cc1ccc(C(=O)n2ncc(Cl)c(Cl)c2=O)cc1,0
2623,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3OC1CC(N)C(O)C(C)O1,1
2624,CN(C)c1ccc2nc3cccc(N(C)C)c3cc2c1,1
2625,CC(=O)Nc1cccc(N)c1,1
2626,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,0
2627,C(CCOCC1CO1)COCC1CO1,1
2628,O=[N+]([O-])C1=CC2C=C3C(=CC2C=C1)C=C[C@](O)[C@@]3O,1
2629,c1ccc2c(CC3CO3)cccc2c1,1
2630,C/C=C(\C=C(C)\C=C(C)\C=C\C=C(/C)C(=O)[C@]12O[C@H]1[C@@](O)(CCO)NC2=O)C(=O)OC,0
2631,CCCCC(CC)COC(=O)c1ccc(C(=O)O)cc1,0
2632,O=C(O)CCCc1c[nH]c2ccccc12,0
2633,CCCCON(OC(C)=O)C(=O)c1ccc(C(C)(C)C)cc1,1
2634,CN(C)C(=O)c1nc2n(n1)-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0
2635,FC(F)(F)C(Cl)Br,0
2636,COc1nncc2cnccc12,0
2637,CSSC,0
2638,Nc1ncnc2c1ncn2[C@@H]1C[C@@H](O)[C@H](CO)O1,0
2639,O=C(OCCBr)C(=O)OCCBr,1
2640,Cc1c(N)c(=O)n(-c2ccccc2)n1C,1
2641,Cc1cccc2cc3ccc4ccccc4c3cc12,1
2642,CC1CNC(=O)N1c1ncc([N+](=O)[O-])s1,1
2643,CCCCC[C@@](C)(O)/C=C/C1[C@H](O)CC(=O)[C@@H]1C/C=CCCCC(=O)O,0
2644,O=C1c2ccccc2-c2cc([N+](=O)[O-])ccc21,1
2645,Nc1c(Cl)cc([N+](=O)[O-])cc1[N+](=O)[O-],1
2646,Nc1cccc2c(N)cccc12,1
2647,CCN(CCCl)CCCNc1c2ccccc2nc2c1ccc1ccccc12,1
2648,CCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1OC(=O)CCC,0
2649,Nc1c2ccccc2nc2ccc(Br)cc12,1
2650,OC(CCl)CCl,1
2651,COc1cc(Cl)c(OC)cc1Cl,0
2652,O=c1ccn([C@H]2O[C@@H](COP(=O)(O)O)[C@H](O)[C@@H]2O)c(=O)[nH]1,0
2653,Nc1ccc2sncc2c1,1
2654,COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1CCOC1O2,0
2655,O=[N+]([O-])c1ccc(Br)c([N+](=O)[O-])c1,1
2656,c1ccc2c(CCC3CO3)cccc2c1,1
2657,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,1
2658,Nc1ccc(-c2ccccc2)cc1,1
2659,OC(C(F)(F)F)C(F)(F)F,0
2660,C=C(C)C(=O)OCC(C)(C)C,0
2661,O=CNc1ccc(Oc2ccc(Cl)cc2Cl)cc1,1
2662,CCOc1cc(/N=N/c2ccc(N(CCO)CCO)cc2)ccc1N/N=C1C(=O)c2cc(N)ccc2C=C1S(=O)(=O)[O-],1
2663,Cc1cc(C)c2cc(C)c(N)cc2n1,1
2664,O=[N+]([O-])c1cccc2c1cc([N+](=O)[O-])c1cccc([N+](=O)[O-])c12,1
2665,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,0
2666,O=NN1CC(=O)NC1=O,1
2667,O=C(Nc1ccccc1)Nc1ccccc1,0
2668,Cc1cc(C)c(C)cc1C,0
2669,CC1=C(O)C(=O)CC1,0
2670,[N-]=[N+]=C1C=CC(=O)C=C1,1
2671,COC(C)=O,0
2672,C[C-](C)[N+](=O)[O-],1
2673,Cn1c(NO)nc2c3cccnc3ccc21,1
2674,Nc1cccc(N)n1,1
2675,ClCCSCc1ccccc1,1
2676,CC(C)(C#N)/N=N/C(C)(C)C#N,0
2677,O=CC(Br)CBr,1
2678,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,1
2679,NNC(=O)c1ccncc1,1
2680,CCOC(=O)CC(=O)CCl,0
2681,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](C(=O)O)O[C@@H](O[C@H]3[C@H](O)[C@@H](CO)O[C@@H](O)[C@@H]3NC(C)=O)[C@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,0
2682,BrCc1c2ccccc2cc2ccc3ccccc3c12,1
2683,CC(=O)OCCCCONC(=O)c1ccccc1,1
2684,CC(=O)O[C@H]1C[C@@H]2C(COC(=O)CC(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@@H]2[C@@]12CO2,1
2685,Clc1ccc(N=Nc2ccc(Cl)c(Cl)c2)cc1Cl,0
2686,O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,1
2687,Cc1ccccc1Br,0
2688,CCNc1ccc(O)cc1,1
2689,CN(CCO)C(=O)Nc1ccccc1,0
2690,Cc1cccc(NC(=O)c2csc([N+](=O)[O-])c2)c1,1
2691,O=[N+]([O-])c1ccc2c3c1ccc1cccc(c13)[C@](O)[C@@]2O,1
2692,CCOc1ccc2nc3cc(N)ccc3c(N)c2c1,1
2693,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,0
2694,NC(=O)N(CCC(=O)O)N=O,1
2695,CC(=O)ON(C(C)=O)c1ccc(Sc2ccccc2)cc1,1
2696,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,1
2697,O=[N+]([O-])c1ccc(Nc2ncnc3c2ncn3-c2ccc([N+](=O)[O-])cc2)cc1,1
2698,CC(=O)c1cccc([N-][N+](=O)c2ccc(N)c(C(C)=O)c2C)c1C,0
2699,COc1nncc2ncccc12,0
2700,Nc1ccc2c(ccc3c4ccccc4ccc23)c1,1
2701,CN(C)CCc1cc(O)ccc1CNc1ccccn1,0
2702,Fc1ccc(F)c2ncccc12,1
2703,C=CCc1ccc(OC)c(OC)c1,0
2704,Cc1cc(N)c(C)c([N+](=O)[O-])c1N,1
2705,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@@H](CO)O[C@H]2O[C@H]2CC[C@@]3(C)C(=CC[C@H]4[C@@H]5C[C@@H]6O[C@]7(CC[C@@H](C)CO7)[C@@H](C)[C@@H]6[C@@]5(C)CC[C@@H]43)C2)[C@H](O)[C@H](O)[C@H]1O,0
2706,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2C(OC(=O)c2ccccc2)[C@]2(O)C[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,0
2707,COC(C)CCO,0
2708,BrCCCBr,1
2709,[N-]=[N+]=CC(=O)OC[C@H](N)C(=O)O,1
2710,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,1
2711,O=c1[nH]ncc2ccccc12,0
2712,Cc1cc(N)c(S(=O)(=O)O)cc1Cl,0
2713,Cc1ccc(S(=O)(=O)OC[C@H]2CO2)cc1,1
2714,CC(=O)CC(=O)Nc1ccccc1,0
2715,O=[N+]([O-])c1ccc(I)c([N+](=O)[O-])c1,1
2716,c1ccc2n[nH]nc2c1,1
2717,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,0
2718,CN(C)C(=O)Cl,1
2719,Fc1cc2cccnc2c2cccnc12,1
2720,O=C1c2ccccc2-c2ccc3ccccc3c21,0
2721,CN(Cc1cccc(Cl)c1)N=O,1
2722,CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0
2723,O=c1cc(CO)occ1O,1
2724,CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,0
2725,ClCc1ccc2c3c(cccc13)-c1ccccc1-2,1
2726,NCc1ccc(CN)cc1,1
2727,CC(O)C#N,0
2728,COc1c2occc2cc2ccc(=O)oc12,1
2729,S=C(Nc1ccccc1)Nc1ccccc1,0
2730,Nc1ccc(CO)cc1,1
2731,BrC=CBr,1
2732,CN(C)c1ccc(/N=N/c2ccc(S(=O)(=O)[O-])cc2)cc1,1
2733,OCCO,0
2734,COc1ccccc1O,0
2735,CC(=O)OC1CC(C)OC(C)O1,1
2736,ClCC(Cl)Cl,0
2737,O=C(OCC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1)c1ccccc1,0
2738,Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,0
2739,O=C1CCCCCCCCCCCCCCO1,0
2740,CC(O)CCC(=O)c1ccoc1,0
2741,O=[N+]([O-])c1cccc2c1ccc1ccccc12,1
2742,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0
2743,CCc1nc2c(ccc3ccc4ccc(O)cc4c32)[nH]1,1
2744,FC(F)(F)CCl,0
2745,CCn1c(N)nc2c3nc(C)cnc3ccc21,1
2746,NCCNCCNCCNCCN,1
2747,CN(CCC#N)c1ccc(/N=N/c2ccc3ncsc3c2)cc1,1
2748,C[N+]1(C)CCOCC1,0
2749,COc1ccc(O)cc1,0
2750,O=c1c2c(O)cccc2oc2c3c(cc(O)c12)OC1OCCC31,0
2751,O=C=NCCCCCCN=C=O,0
2752,Nc1ncnc2c1ncn2[C@@H]1CC[C@@H](CO)O1,0
2753,COP(=S)(OC)Oc1ccc(N=O)c(C)c1,1
2754,COC(=O)C(Cl)Cl,1
2755,Cc1cnc2c(C)cc3c(nc(N)n3C)c2n1,1
2756,CCOC(=O)CC(SP(=O)(OC)SC)C(=O)OCC,0
2757,CNC(=O)c1ccccc1,0
2758,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1O)C3,1
2759,O=C(O)c1ccc(C(=O)O)cc1,0
2760,Cc1ccc(S(=O)(=O)NC2CCCCC2)cc1,0
2761,Nc1ccc(Cc2ccc(N)cc2[N+](=O)[O-])c([N+](=O)[O-])c1,1
2762,C=CCc1ccccc1OCC(O)CNC(C)C,0
2763,COc1c(C=O)c(O)cc2c1C(=O)c1ccccc1C2=O,0
2764,CC/C=C/C=O,1
2765,C/C=C1C[C@@H](C)[C@](C)(OC(C)=O)C(=O)OC/C2=C/CN(C)CC[C@@H](OC1=O)C2=O,1
2766,COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)[C@@H]1C=CO[C@@H]1O2,1
2767,O=C1NCCN1N=Cc1ccc([N+](=O)[O-])o1,1
2768,C#CCOCCN1C=CN(C)/C1=C[NH+]=O,0
2769,ClC=C(Cl)C(Cl)Cl,1
2770,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C=C(C(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,0
2771,Cn1c2ccccc2c2ccc([N+](=O)[O-])cc21,1
2772,N#CCCO,0
2773,OC/C(Br)=C(Br)CO,1
2774,CC/C(C)=N/O,0
2775,CC/C=C/C=C/C=C/C=C/C=COC[C@@H](O)CO,1
2776,O=[N+]([O-])c1ccc2ccc3c4c(ccc1c24)cc1c3[C@](O)[C@@](O)C=C1,1
2777,c1ccoc1,0
2778,Nc1cc2c3c(cccc3c1)-c1ccccc1-2,1
2779,C=C(C)C(=O)OCC,0
2780,O=[N+]([O-])c1cc(CCl)cc([N+](=O)[O-])c1,1
2781,Cc1ccc(Br)cc1,0
2782,O=C(Cl)c1ccc([N+](=O)[O-])cc1,1
2783,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=N[C@H]1O,0
2784,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,0
2785,CC1=CCC2CC1C2(C)C,0
2786,C=Cc1ccc(O)c(OC)c1,0
2787,CC[C@@]1(O)C[C@H](OC2CC(N(C)C)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)[C@H]1C(=O)OC,1
2788,[NH3+]CCC[NH2+]CCCCN(CCC[NH3+])N(O)N=O,1
2789,C=C1CC[C@H]2C[C@@H]1C2(C)C,0
2790,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,0
2791,COc1c2c(cc3oc4c(CCC(C)(C)O)ccc(O)c4c(=O)c13)O[C@H]1OC=C[C@@H]21,1
2792,Nc1cc2c3ccccc3ccc2c2ccccc12,1
2793,COc1ccc(NC(C)=O)cc1N,1
2794,COC1=C(OC)C(=O)C(C/C=C(C)CC/C=C(C)CC/C=C(C)CC/C=C(C)CC/C=C(C)CC/C=C(C)CC/C=C(C)CC/C=C(C)CC/C=C(C)CCC=C(C)C)=C(C)C1=O,0
2795,NC(=S)N=Nc1ccc(NN=C(N)N)cc1,1
2796,O=S(=O)(O)c1ccc2ccc3cccc4ccc1c2c34,1
2797,CCOc1ccc(NC(=O)CC(C)O)cc1,1
2798,O=C1c2ccccc2-c2c1c1ccccc1c(=O)n2CCNCCO,0
2799,O=[N+]([O-])c1ccccc1Br,1
2800,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,0
2801,COP1(=S)OCc2ccccc2O1,1
2802,Cc1ccc2nc3c(ccc4ccccc43)cc2c1,1
2803,Nc1ccc([N+](=O)[O-])cc1N,1
2804,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,1
2805,CNC(=S)N(C)C,0
2806,NCCNC(=O)c1ccc(Cl)cn1,0
2807,N[C@@H](CCC(=O)N[C@@H](CS/C(Cl)=CCl)C(=O)NCC(=O)O)C(=O)O,1
2808,O=S(=O)(O)c1ccc(O)c2ncccc12,1
2809,CCCCO,0
2810,CCc1cnccn1,0
2811,O[C@]1C=Cc2c3ccc4ccccc4c3ccc2[C@@]1O,1
2812,CN(C)CCNC(=O)c1cc2ccccc2c2cccnc12,1
2813,C=C1C[C@@]23C[C@]1(O)CC[C@@H]2[C@]12C=C[C@H](O)C(C)(C(=O)O1)[C@@H]2[C@H]3C(=O)O,0
2814,Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,1
2815,O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1CCl,1
2816,Clc1cccc(Cl)c1NC1=NCCN1,0
2817,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,0
2818,O=Nc1ccc2ccc3cccc4ccc1c2c34,1
2819,CCCOc1cc(/N=N/c2ccc(N(CCO)CCO)cc2)ccc1N/N=C1C(=O)c2cc(N)ccc2C=C1S(=O)(=O)[O-],1
2820,CCCCCCCCCCCCCCCCCCN,0
2821,Cc1ccc2c(C)c3ccc4c(c3nc2c1)C=C[C@H](O)[C@H]4O,1
2822,C1=C2c3ccccc3CCC2CCC1,1
2823,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,0
2824,CC(=O)N(O)c1ccccc1,0
2825,CCCCCCCCCC/C=C/C1CC(=O)OC1=O,0
2826,O=[N+]([O-])c1cccc2cn[nH]c12,1
2827,CC/C=CC=C/C=CC=C/C=CC=C/OCC(O)CO,1
2828,O=C(O)C(Cl)(Cl)Cl,0
2829,O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21,0
2830,[N-]=[N+]=NCCC(=O)O,1
2831,COc1cccc2c1OC1(C)OOC21C,1
2832,C=Cc1ccc(OC)cc1,0
2833,Cc1cc2[nH]c3cc(C)c4ccccc4c3c2c2ccccc12,1
2834,NNC(=O)c1[nH]c2ccccc2c1N,1
2835,c1ccc2c(c1)ccc1ccc3sccc3c12,1
2836,CC(=O)OCC12CCC(C)=CC1OC1C(O)C(O)C2(C)C12CO2,1
2837,CCCN(N=O)C(=N)N[N+](=O)[O-],1
2838,c1ccc2c(c1)-c1c(ccc3ccccc13)C1OC21,1
2839,CC(C)(C)N(CCO)CCO,0
2840,O=[N+]([O-])c1ccc(Cl)cc1,1
2841,COCC(=O)O,0
2842,ClCCCl,1
2843,CC(=O)C1c2cccc(O)c2C(=O)c2c(O)cccc21,1
2844,ClC1=C(Cl)[C@]2(Cl)C3C(Cl)C(Cl)CC3[C@@]1(Cl)C2(Cl)Cl,0
2845,Cc1cc2cccc3ccc4cc5ccccc5c1c4c32,1
2846,O=[N+]([O-])c1cc2c3c(c1)CCc1c4c(cc(c1-3)CC2)CCCC4,1
2847,Cc1cnccn1,0
2848,O=NN1CCCCCCC1,1
2849,[N-]=[N+]=NC(c1ccccc1)c1ccccc1,1
2850,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,0
2851,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,0
2852,Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2-c1ccc([N+](=O)[O-])cc1,1
2853,ClC1C(Br)C(Br)C(Br)C(Br)C1Br,0
2854,Cc1c(N)cnc2c1nc1c(C)cccn12,1
2855,CC(=O)Nc1ccc(Oc2ccc(NC(C)=O)cc2)cc1,0
2856,COc1cc(Oc2ccc(Cl)cc2Cl)ccc1N,1
2857,CC(C)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,0
2858,CNc1ccc2nc(C)cnc2c1C,1
2859,CCCCCCCCCCCCCCCCCCCC,0
2860,CC(C)=CCC/C(C)=C/CC/C(C)=C/C(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0
2861,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,0
2862,N#CC=CC#N,0
2863,CCC#N,0
2864,OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,0
2865,CCC(O)CN,0
2866,Cc1cccc([N+](=O)[O-])c1,0
2867,C=C(C)C=O,1
